2020-10-08 Thursday 22:40:37 $(filename)s : INFO this is a message
2020-10-08 Thursday 22:40:37 $(filename)s : INFO  * Restarting with stat
2020-10-08 Thursday 22:40:38 $(filename)s : INFO this is a message
2020-10-08 Thursday 22:40:38 $(filename)s : WARNING  * Debugger is active!
2020-10-08 Thursday 22:40:38 $(filename)s : INFO  * Debugger PIN: 187-904-191
2020-10-08 Thursday 22:40:38 $(filename)s : INFO  * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (1, ('Python¿ª·¢¹¤³ÌÊ¦', '1-2Íò/ÔÂ', 'ÉîÛÚ-ÄÏÉ½Çø', '3-4Äê¾­Ñé', '´ó×¨', 'ÕÐ1ÈË', '10-08·¢²¼'), 'ÉîÛÚÊÐÎÖÏí¿Æ¼¼ÓÐÏÞ¹«Ë¾±±¾©·Ö¹«Ë¾')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (585, ('Python¸ß¼¶¿ª·¢¹¤³ÌÊ¦', '1.5-3Íò/ÔÂ', 'ÉîÛÚ', '5-7Äê¾­Ñé', '´ó×¨', 'ÕÐ1ÈË', '09-29·¢²¼'), 'ÑÜÉú£¨ÉîÛÚ£©Í¶×Ê»ù½ð¹ÜÀíÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (586, ('×ÊÉîPython¿ª·¢¹¤³ÌÊ¦', '1.2-2Íò/ÔÂ', 'ÉÏº£-ãÉÐÐÇø', '2Äê¾­Ñé', '±¾¿Æ', 'ÕÐ1ÈË', '09-29·¢²¼'), 'ÉÏº£ ÄÖÚÐÅÏ¢¼¼ÊõÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (587, ('python¿ª·¢¹¤³ÌÊ¦', '1-1.5Íò/ÔÂ', 'ÉÏº£-ÑîÆÖÇø', '1Äê¾­Ñé', '±¾¿Æ', 'ÕÐ1ÈË', '09-29·¢²¼'), 'ÉÏº£È«ÎÀÎïÒµ¹ÜÀíÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (588, ('Python¿ª·¢¹¤³ÌÊ¦', '1-1.5Íò/ÔÂ', 'º¼ÖÝ', '3-4Äê¾­Ñé', '±¾¿Æ', 'ÕÐÈô¸ÉÈË', '09-29·¢²¼'), 'Õã½­¿µÐñ¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (589, ('Python¿ª·¢¹¤³ÌÊ¦', '0.8-1Íò/ÔÂ', 'ÏÃÃÅ-ºþÀïÇø', '1Äê¾­Ñé', '´ó×¨', 'ÕÐÈô¸ÉÈË', '09-29·¢²¼'), 'ÏÃÃÅ±±ÐÇ²©»Ô¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (590, ('»úÆ÷Ñ§Ï°/python¹¤³ÌÊ¦', '1.5-2Íò/ÔÂ', '·ðÉ½-ÄÏº£Çø', '±¾¿Æ', 'ÕÐÈô¸ÉÈË', '09-29·¢²¼', ''), '¹ã·¢ÒøÐÐ¹É·ÝÓÐÏÞ¹«Ë¾ÐÅÓÃ¿¨ÖÐÐÄ')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (591, ('Python¿ª·¢¹¤³ÌÊ¦', '0.6-1.2Íò/ÔÂ', '·ðÉ½-ÄÏº£Çø', '±¾¿Æ', 'ÕÐÈô¸ÉÈË', '', ''), 'ÉîÛÚÊÐÈýÈñÁªºÏ¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (592, ('Python¿ª·¢¹¤³ÌÊ¦', '0.8-1Íò/ÔÂ', 'Îäºº-ºéÉ½Çø', '3-4Äê¾­Ñé', '´ó×¨', 'ÕÐ1ÈË', '09-29·¢²¼'), 'ÎäººµÂÓÃ¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (593, ('Python¿ª·¢¹¤³ÌÊ¦', '5-7Ç§/ÔÂ', 'Îäºº-¶«ºþÐÂ¼¼Êõ²úÒµ¿ª·¢Çø', 'ÔÚÐ£Éú/Ó¦½ìÉú', '±¾¿Æ', 'ÕÐ1ÈË', '09-29·¢²¼'), 'ºþ±±°ÙÍú½ð¸³¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (594, ('Python½²Ê¦/ÉÏÊÐÆóÒµ/ÎåÏÕÒ»½ð', '0.8-1Íò/ÔÂ', 'ÖØÇì-½­±±Çø', '2Äê¾­Ñé', '´ó×¨', 'ÕÐ1ÈË', '09-29·¢²¼'), 'ÖØÇì¡¤Í¯³ÌÍ¯ÃÀ')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (595, ('PythonÈí¼þ¿ª·¢¹¤³ÌÊ¦', '1-1.4Íò/ÔÂ', 'ÉîÛÚ-Áú»ªÇø', '2Äê¾­Ñé', '±¾¿Æ', 'ÕÐ1ÈË', '09-29·¢²¼'), 'ÉîÛÚÊÐ¸ß¾Þ´´ÐÂ¿Æ¼¼¿ª·¢ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (596, ('ÑÐ·¢¹¤³ÌÊ¦£¨ÒªÇó»áPythonºÍMySQL£© (Ö°Î»±àºÅ£ºE03)', '6-9Ç§/ÔÂ', '¹ãÖÝ-»ÆÆÒÇø', 'ÎÞÐè¾­Ñé', '±¾¿Æ', 'ÕÐÈô¸ÉÈË', '09-29·¢²¼'), '¹ãÖÝ¹èÄÜÕÕÃ÷ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (597, ('Python/Odoo¿ª·¢¹¤³ÌÊ¦', '0.6-1.6Íò/ÔÂ', '¹ãÖÝ-»ÆÆÒÇø', 'ÎÞÐè¾­Ñé', '±¾¿Æ', '', ''), 'ÉÏº£ÃÀÎÊÐÅÏ¢¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (598, ('Python¿ª·¢¹¤³ÌÊ¦', '6-8Ç§/ÔÂ', 'ÉîÛÚ-¸£ÌïÇø', '1Äê¾­Ñé', '´ó×¨', 'ÕÐÈô¸ÉÈË', '09-29·¢²¼'), 'ÉîÛÚ·¨Í¨¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (599, ('Python¿ª·¢¹¤³ÌÊ¦', '1.5-3Íò/ÔÂ', 'ÉîÛÚ-ÄÏÉ½Çø', '5-7Äê¾­Ñé', '±¾¿Æ', 'ÕÐ3ÈË', '09-29·¢²¼'), '¹ãÖÝÊÐË«ÕÕµç×Ó¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (600, ('Python¿ª·¢¹¤³ÌÊ¦', '1-1.8Íò/ÔÂ', 'ÉÏº£-ãÉÐÐÇø', '3-4Äê¾­Ñé', '±¾¿Æ', 'ÕÐ3ÈË', '09-29·¢²¼'), 'ÉÏº£Ò×Â·Èí¼þÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (601, ('Python¿ª·¢¹¤³ÌÊ¦', '1.5-2Íò/ÔÂ', 'ÉÏº£-ÆÖ¶«ÐÂÇø', '5-7Äê¾­Ñé', '´ó×¨', 'ÕÐ1ÈË', '09-29·¢²¼'), 'ÉÏº£ÐÂ¾æÍøÂçÐÅÏ¢¼¼Êõ¹É·ÝÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (602, ('£¨c++/Python£©×ÊÉîÓÎÏ··þÎñ¶Ë¿ª·¢¹¤³ÌÊ¦', '1-1.5Íò/ÔÂ', 'Îäºº', '5-7Äê¾­Ñé', '´ó×¨', 'ÕÐÈô¸ÉÈË', '09-29·¢²¼'), 'ÉÏº£ÑïÑ¶¼ÆËã»ú¿Æ¼¼ÓÐÏÞÔðÈÎ¹«Ë¾')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (603, ('Python¿ª·¢¹¤³ÌÊ¦', '1.5-2Íò/ÔÂ', '¹ãÖÝ-º£ÖéÇø', '3-4Äê¾­Ñé', '´ó×¨', 'ÕÐ1ÈË', '09-29·¢²¼'), '¹ã¶«ÔÆÏÂ»ã½ð¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (604, ('Python¸ß¼¶¿ª·¢¹¤³ÌÊ¦', '1-1.5Íò/ÔÂ', 'º¼ÖÝ-½­¸ÉÇø', '3-4Äê¾­Ñé', '±¾¿Æ', 'ÕÐ1ÈË', '09-29·¢²¼'), '½­Î÷¸ß´´±£°²·þÎñ¼¼ÊõÓÐÏÞ¹«Ë¾º¼ÖÝ·Ö¹«Ë¾')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (605, ('Python¿ª·¢¹¤³ÌÊ¦', '0.8-1.2Íò/ÔÂ', 'º¼ÖÝ', '2Äê¾­Ñé', '±¾¿Æ', 'ÕÐ1ÈË', '09-29·¢²¼'), 'º¼ÖÝÈñÒî»ùÒò¼¼ÊõÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (606, ('Python¹¤³ÌÊ¦', '1-1.5Íò/ÔÂ', 'Î÷°²-Î÷ÏÌÐÂÇø', '3-4Äê¾­Ñé', '±¾¿Æ', 'ÕÐ1ÈË', '09-29·¢²¼'), 'Î÷°²°Â¿¨ÔÆÊý¾Ý¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (607, ('Python¿ª·¢¹¤³ÌÊ¦', '1.1-2Íò/ÔÂ', 'ÉÏº£-ÆÖ¶«ÐÂÇø', '5-7Äê¾­Ñé', '´ó×¨', 'ÕÐ3ÈË', '09-29·¢²¼'), 'ÉÏº£¼æ´ïÐÅÏ¢¼¼Êõ·þÎñÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (608, ('ÖÐ¼¶Èí¼þ¹¤³ÌÊ¦(Python) (Ö°Î»±àºÅ£º3)', '0.6-1.2Íò/ÔÂ', 'ÖØÇì-Óå±±Çø', '3-4Äê¾­Ñé', '±¾¿Æ', 'ÕÐ3ÈË', '09-29·¢²¼'), 'ÖØÇìÎ¬ÆÕ×ÊÑ¶ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (609, ('Python¿ª·¢¹¤³ÌÊ¦', '0.6-1.2Íò/ÔÂ', '³¤É³-ÔÀÂ´Çø', '5-7Äê¾­Ñé', '´ó×¨', 'ÕÐ1ÈË', '09-29·¢²¼'), 'ºþÄÏÖÚÏí¹²ÅäÎïÁ÷ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (610, ('Python¿ª·¢¹¤³ÌÊ¦', '0.8-1.2Íò/ÔÂ', 'ÉîÛÚ-ÄÏÉ½Çø', '2Äê¾­Ñé', '´ó×¨', 'ÕÐ1ÈË', '09-29·¢²¼'), 'ÉîÛÚÊÐÊ¢¿­ÐÅÏ¢¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (611, ('python¸ß¼¶¹¤³ÌÊ¦£¨ADAS·½Ïò£©', '1.2-2.5Íò/ÔÂ', 'ÉÏº£-ÆÖ¶«ÐÂÇø', '3-4Äê¾­Ñé', '±¾¿Æ', 'ÕÐ1ÈË', '09-29·¢²¼'), 'À¥Ò×µç×Ó¿Æ¼¼£¨ÉÏº££©ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (612, ('Python¿ª·¢¹¤³ÌÊ¦', '1.5-2.5Íò/ÔÂ', 'ÉîÛÚ-ÄÏÉ½Çø', '3-4Äê¾­Ñé', '´ó×¨', 'ÕÐ1ÈË', '09-29·¢²¼'), 'ÉîÛÚÍòÍØ¿Æ¼¼´´ÐÂÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (613, ('Python³õ¼¶¿ª·¢¹¤³ÌÊ¦', '6-8Ç§/ÔÂ', 'ÉîÛÚ-ÄÏÉ½Çø', '3-4Äê¾­Ñé', '´ó×¨', '', ''), '×Ô¿¼Ö®¼Ò¿Æ¼¼£¨ÉîÛÚ£©ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (614, ('Python¿ª·¢ÊµÏ°Éú', '4.5-6Ç§/ÔÂ', 'ÉòÑô', 'ÔÚÐ£Éú/Ó¦½ìÉú', '´ó×¨', 'ÕÐÈô¸ÉÈË', '09-29·¢²¼'), 'ÉòÑôÖÐ»ÔÔÆ¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (615, ('python£¨web£©', '1.5-2.5Íò/ÔÂ', 'ÉîÛÚ', '3-4Äê¾­Ñé', '´ó×¨', 'ÕÐ1ÈË', '09-29·¢²¼'), 'ÉîÛÚÖÚÂ»»ù½ðÏúÊÛ¹É·ÝÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (616, ('Python¿ª·¢¹¤³ÌÊ¦', '3.5-7Ç§/ÔÂ', '·ðÉ½', '2Äê¾­Ñé', '´ó×¨', 'ÕÐÈô¸ÉÈË', '09-29·¢²¼'), '¹ã¶«ÉÐÔ´ÐÅÏ¢¼¼ÊõÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (617, ('×ÊÉî¿ª·¢¹¤³ÌÊ¦ AVP£¨Python£¬AWS£©', '2-3Íò/ÔÂ', '·ðÉ½', '2Äê¾­Ñé', '´ó×¨', '', ''), 'ÃÀ¹úµÀ¸»')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (618, ('¸ß¼¶PythonÑÐ·¢¹¤³ÌÊ¦', '2-3Íò/ÔÂ', 'ÉÏº£-³¤ÄþÇø', '5-7Äê¾­Ñé', '±¾¿Æ', 'ÕÐ1ÈË', '09-29·¢²¼'), '·±º²ÐÅÏ¢¼¼Êõ£¨ÉÏº££©ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (619, ('Python½²Ê¦', '0.5-1Íò/ÔÂ', '³¤É³-ÔÀÂ´Çø', '2Äê¾­Ñé', '´ó×¨', 'ÕÐ2ÈË', '09-29·¢²¼'), 'ºþÄÏÂß¼­½ÌÓý¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (620, ('pythonºóÌ¨¿ª·¢¹¤³ÌÊ¦', '6-8Ç§/ÔÂ', '¹ãÖÝ-»ÆÆÒÇø', '´ó×¨', 'ÕÐ1ÈË', '09-29·¢²¼', ''), '¹ãÖÝÓÎ°®ÍøÂç¼¼ÊõÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (621, ('¸ß¼¶python¿ª·¢¹¤³ÌÊ¦G01037', '2-3Íò/ÔÂ', 'ÉÏº£-ÑîÆÖÇø', '3-4Äê¾­Ñé', '±¾¿Æ', 'ÕÐ1ÈË', '09-29·¢²¼'), 'ÉÏº£ÅµÑÇ½ðÈÚ·þÎñÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (622, ('¸ß¼¶ÑÐ·¢¹¤³ÌÊ¦£¨Python£©', '2.5-3Íò/ÔÂ', 'ÉÏº£-¾²°²Çø', '3-4Äê¾­Ñé', '±¾¿Æ', 'ÕÐ2ÈË', '09-29·¢²¼'), 'ºã¹â×Ê²ú¹ÜÀíÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (623, ('2021½ìjava¡¢python¡¢webÊµÏ°Éú', '0.5-1Íò/ÔÂ', 'Î÷°²-ÑãËþÇø', 'ÔÚÐ£Éú/Ó¦½ìÉú', '±¾¿Æ', 'ÕÐ20ÈË', '09-29·¢²¼'), 'Î÷°²¶¦ÍØÐÅÏ¢¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (624, ('Python¿ª·¢¹¤³ÌÊ¦', '10-15Íò/Äê', 'À¥Ã÷', '1Äê¾­Ñé', '´ó×¨', 'ÕÐ1ÈË', '09-29·¢²¼'), 'ÔÆË¼»ªÊ¢£¨±±¾©£©¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (625, ('python¿ª·¢¹¤³ÌÊ¦', '1.5-3Íò/ÔÂ', '±±¾©-·áÌ¨Çø', '3-4Äê¾­Ñé', '±¾¿Æ', 'ÕÐÈô¸ÉÈË', '09-29·¢²¼'), '±±¾©°²µÂÒ½ÖÇ¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (626, ('Python¿ª·¢¹¤³ÌÊ¦', '0.7-1Íò/ÔÂ', 'ÉîÛÚ', '2Äê¾­Ñé', '±¾¿Æ', 'ÕÐ1ÈË', '09-29·¢²¼'), 'ÉîÛÚÊÐ´´³ÉÎ¢µç×ÓÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (627, ('pythonÅÀ³æ¹¤³ÌÊ¦', '1-2Íò/ÔÂ', 'ÄÏ¾©', '5-7Äê¾­Ñé', '±¾¿Æ', 'ÕÐ1ÈË', '09-29·¢²¼'), 'ÄÏ¾©¾ý¶È¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (628, ('Python¿ª·¢¹¤³ÌÊ¦£¨»ªÃ¯ÄÜÁª£©', '10-18Íò/Äê', '³É¶¼', '2Äê¾­Ñé', '±¾¿Æ', 'ÕÐ1ÈË', '09-29·¢²¼'), 'Çå»ªËÄ´¨ÄÜÔ´»¥ÁªÍøÑÐ¾¿Ôº')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (629, ('', '', '', '', '', '', ''), '')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (630, ('Python¿ª·¢¹¤³ÌÊ¦', '1-1.8Íò/ÔÂ', 'ºÏ·Ê-±õºþÐÂÇø', '3-4Äê¾­Ñé', '±¾¿Æ', 'ÕÐ1ÈË', '09-29·¢²¼'), 'ºÏ·ÊÍø´ïÈí¼þÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (631, ('Èí¼þ¿ª·¢Ö÷¹Ü£¨python£©', '0.7-1.5Íò/ÔÂ', 'Îäºº-ºéÉ½Çø', '3-4Äê¾­Ñé', '±¾¿Æ', 'ÕÐ1ÈË', '09-29·¢²¼'), 'ºº¹ÈÔÆÖÇ£¨Îäºº£©¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (632, ('Python¿ª·¢¹¤³ÌÊ¦', '1-1.5Íò/ÔÂ', '¸£ÖÝ-¹ÄÂ¥Çø', '3-4Äê¾­Ñé', '±¾¿Æ', 'ÕÐ1ÈË', '09-29·¢²¼'), '±±¾©Ñ¶ÌÚÖÇ»Û¿Æ¼¼¹É·ÝÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (633, ('Python¿ª·¢¹¤³ÌÊ¦', '1.2-2.2Íò/ÔÂ', 'ËÕÖÝ-¹¤ÒµÔ°Çø', '3-4Äê¾­Ñé', '±¾¿Æ', 'ÕÐ1ÈË', '09-29·¢²¼'), 'ËÕÖÝ¿ªÐÄºÐ×ÓÈí¼þÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (634, ('Python¿ª·¢¹¤³ÌÊ¦', '1-1.5Íò/ÔÂ', 'ÉÏº£-ãÉÐÐÇø', '2Äê¾­Ñé', '±¾¿Æ', 'ÕÐ1ÈË', '09-29·¢²¼'), 'ÉÏº£ìØ±äÍøÂç¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (635, ('Python¿ª·¢¹¤³ÌÊ¦', '0.8-1.5Íò/ÔÂ', 'ÉîÛÚ-Áú»ªÇø', 'ÎÞÐè¾­Ñé', '´ó×¨', 'ÕÐ1ÈË', '09-29·¢²¼'), 'ÉîÛÚÖÚ·¼ÐÅÏ¢ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (636, ('Python¿ª·¢¹¤³ÌÊ¦£¨ÖÐ¼¶£©', '0.6-1.2Íò/ÔÂ', 'Ìì½ò-ºÓÎ÷Çø', '3-4Äê¾­Ñé', '±¾¿Æ', 'ÕÐ5ÈË', '09-29·¢²¼'), 'Ìì½òöÎÔ£½¨Éè·¢Õ¹¹É·ÝÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (637, ('Python¿ª·¢¹¤³ÌÊ¦', '0.8-1.5Íò/ÔÂ', 'ÉîÛÚ-ÄÏÉ½Çø', '2Äê¾­Ñé', '±¾¿Æ', 'ÕÐ1ÈË', '09-29·¢²¼'), 'ÉîÛÚÊÐ´ó¸»¿Æ¼¼¹É·ÝÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (638, ('python ºó¶Ë¿ª·¢', '6.5-9.5Ç§/ÔÂ', 'ÉÏº£-¼Î¶¨Çø', '1Äê¾­Ñé', '±¾¿Æ', 'ÕÐ1ÈË', '09-29·¢²¼'), 'Èð²©¶÷»¥ÁªÍø½ðÈÚÐÅÏ¢·þÎñ£¨ÉÏº££©ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (639, ('Python¿ª·¢¹¤³ÌÊ¦', '5-8Ç§/ÔÂ', '³É¶¼-¸ßÐÂÇø', 'ÔÚÐ£Éú/Ó¦½ìÉú', '±¾¿Æ', 'ÕÐ1ÈË', '09-29·¢²¼'), '±¶Ê©ÌØ¿Æ¼¼¹É·ÝÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (640, ('Python¿ª·¢¹¤³ÌÊ¦', '1.5-2.4Íò/ÔÂ', 'ÉîÛÚ-ÄÏÉ½Çø', '5-7Äê¾­Ñé', '±¾¿Æ', 'ÕÐÈô¸ÉÈË', '09-29·¢²¼'), 'ÉîÛÚÊÐÆÕÌØÉúÎïÒ½Ñ§¹¤³ÌÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (641, ('Èí¼þ¹¤³ÌÊ¦£¨Java/C/C++/python/µÈ¿ª·¢·½Ïò£©', '0.8-2Íò/ÔÂ', '´óÁ¬-¸Ê¾®×ÓÇø', 'ÎÞÐè¾­Ñé', '±¾¿Æ', 'ÕÐ20ÈË', '09-29·¢²¼'), '´óÁ¬Ê¥ÁØ¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (642, ('Python¿ª·¢¹¤³ÌÊ¦ (Ö°Î»±àºÅ£º010)', '0.8-1.8Íò/ÔÂ', 'ÉîÛÚ-ÄÏÉ½Çø', '3-4Äê¾­Ñé', '´ó×¨', 'ÕÐ4ÈË', '09-29·¢²¼'), 'ÉîÛÚÊÐÈð³ÛÐÅÏ¢¼¼ÊõÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (643, ('Python¿ª·¢¹¤³ÌÊ¦', '6-8Ç§/ÔÂ', 'Îäºº-ºéÉ½Çø', 'ÕÐÈô¸ÉÈË', '09-29·¢²¼', '', ''), 'Îäºº³½ˆÍøÂç¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (644, ('Python¿ª·¢¹¤³ÌÊ¦', '1.2-1.5Íò/ÔÂ', 'Îäºº-ºéÉ½Çø', 'ÕÐÈô¸ÉÈË', '09-29·¢²¼', '', ''), 'ÊÀ¼Í¸£ÖÇÄÜ×°±¸¹É·ÝÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (645, ('Python Êý¾Ý¹¤³ÌÊ¦', '0.4-1Íò/ÔÂ', '³É¶¼-Ë«Á÷Çø', 'ÎÞÐè¾­Ñé', '±¾¿Æ', 'ÕÐ2ÈË', '09-29·¢²¼'), '³É¶¼½³Áì¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (646, ('python¿ª·¢¹¤³ÌÊ¦', '1.5-2Íò/ÔÂ', 'ÉîÛÚ-Áú»ªÇø', '3-4Äê¾­Ñé', '±¾¿Æ', 'ÕÐ2ÈË', '09-29·¢²¼'), '¹ãÖÝÈüÒâÐÅÏ¢¿Æ¼¼¹É·ÝÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (647, ('Python¿ª·¢¹¤³ÌÊ¦', '6-8Ç§/ÔÂ', 'Ìì½ò-±õº£ÐÂÇø', '2Äê¾­Ñé', '´ó×¨', 'ÕÐ2ÈË', '09-29·¢²¼'), '¸»Ê¿¿µ¿Æ¼¼¼¯ÍÅCESBGÊÂÒµÈº')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (648, ('Python¿ª·¢¹¤³ÌÊ¦', '1-1.5Íò/ÔÂ', 'Öéº£', '1Äê¾­Ñé', '±¾¿Æ', 'ÕÐ1ÈË', '09-29·¢²¼'), 'Öéº£°²Ê¿¼Ñµç×ÓÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (649, ('×ÔÈ»ÓïÑÔ´¦Àí¹¤³ÌÊ¦/python', '15-30Íò/Äê', '´óÁ¬-É³ºÓ¿ÚÇø', 'ÕÐ2ÈË', '09-29·¢²¼', '', ''), 'ÓÅÑ¸ÆóÒµ¹ÜÀí×ÉÑ¯£¨´óÁ¬£©ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (650, ('Python¿ª·¢¹¤³ÌÊ¦(SMB) (Ö°Î»±àºÅ£ºuniview003416)', '0.7-1.4Íò/ÔÂ', '¼ÃÄÏ-¸ßÐÂÇø', 'ÎÞÐè¾­Ñé', '±¾¿Æ', 'ÕÐÈô¸ÉÈË', '09-29·¢²¼'), 'Õã½­ÓîÊÓ¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (651, ('Python¸ß¼¶¿ª·¢¹¤³ÌÊ¦', '1-1.5Íò/ÔÂ', 'ºÏ·Ê-ÊñÉ½Çø', '5-7Äê¾­Ñé', '´ó×¨', 'ÕÐ2ÈË', '09-29·¢²¼'), '±±¾©²©ÈðºÆÓî¿Æ¼¼ÓÐÏÞ¹«Ë¾°²»Õ·Ö¹«Ë¾')
2020-10-08 Thursday 23:55:45 $(filename)s : INFO (652, ('PythonËã·¨¹¤³ÌÊ¦', '1.5-2Íò/ÔÂ', 'º¼ÖÝ-½­¸ÉÇø', '2Äê¾­Ñé', '±¾¿Æ', 'ÕÐÈô¸ÉÈË', '09-29·¢²¼'), 'Õã½­Õý½à»·¾³¿Æ¼¼ÓÐÏÞ¹«Ë¾')
